Gene	MembraneAssociated	Dis_Min	Dis_Median	Dis_Mean	Dis_SD	Dis_Max	Dis_NumOutliers	Dis_PercOutliers	Dis_OutliersTopName	Out_Min	Out_Median	Out_Mean	Out_SD	Out_Max	Out_NumOutliers	Out_PercOutliersTop	Out_OutliersTopName	Difference.in.Median	Wilcoxon_Pvalue	HPA.Median	HPA.Mean	HPA....NA.	Protein.Expression.....Low.	Protein.Expression.....Medium.	Protein.Expression.....High.	Potential.Expression.in.Vital.Tissue
ABCF1	Y	0.87224	0.89927	0.909208	0.0286150182596482	0.94454	0	0%	NONE	0.703615	0.7191675	0.7440475	0.0461790838445526	0.79692	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.1801025	0.00111216563121216	2	2.17021276595745	17.5%	47	38	17	NA
ATP5C1	Y	0.9282	0.96325	0.961272	0.0200621090616116	0.98233	0	0%	NONE	0.87903	0.880485	0.881396	0.00409502462345061	0.89258	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.0827650000000001	0.00111216563121216	1	1.06382978723404	17.5%	28	17	5	NA
HNRNPK	Y	0.98089	0.98383	0.984118	0.00320482760846827	0.98739	0	0%	NONE	0.93972	0.944755	0.945345	0.00261745105016311	0.94786	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.039075	0.00111216563121216	3	2.95744680851064	17.5%	47	47	45	NA
RPS18	Y	0.99592	0.99788	0.997346	0.00099547978382286	0.99833	0	0%	NONE	0.9881	0.9919725	0.991201	0.00290874142313589	0.99533	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.00590750000000007	0.00111216563121216	2	2.37777777777778	21.1%	44	43	20	NA
HSP90AB1	Y	0.99082	0.99213	0.993362	0.00283317313272587	0.99811	0	0%	NONE	0.98002	0.987825	0.98728	0.00275228390008492	0.99018	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.00430500000000011	0.00111216563121216	2	2.26086956521739	19.3%	46	44	14	NA
HIST1H3B	Y	0.99753	0.9987	0.99867	0.000825348411278544	0.9995	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.90811	0.00112272815294471	3	2.97872340425532	17.5%	47	47	46	NA
HIST1H4J	Y	0.99544	0.99731	0.996836	0.00123317881914987	0.99833	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.90672	0.00112272815294471	2	2.14893617021277	17.5%	46	41	14	NA
HIST1H3C	Y	0.97961	0.99556	0.991862	0.00732100539543583	0.9972	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.90497	0.00112272815294471	3	2.97872340425532	17.5%	47	47	46	NA
HIST1H3F	Y	0.9943	0.99533	0.995474	0.00130737523305286	0.99753	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.90474	0.00112272815294471	3	2.97872340425532	17.5%	47	47	46	NA
HIST1H4D	Y	0.99338	0.99488	0.99516	0.00181517216814277	0.99742	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.90429	0.00112272815294471	2	2.14893617021277	17.5%	46	41	14	NA
HIST1H4A	Y	0.99002	0.99313	0.992718	0.00252244326001594	0.99638	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.90254	0.00112272815294471	3	2.87234042553191	17.5%	47	47	41	NA
HIST1H3G	Y	0.98926	0.99303	0.993522	0.00288268451274153	0.99638	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.90244	0.00112272815294471	3	2.97872340425532	17.5%	47	47	46	NA
HIST1H3I	Y	0.9795	0.99281	0.990526	0.00639359679679598	0.99544	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.90222	0.00112272815294471	3	2.97872340425532	17.5%	47	47	46	NA
HIST1H2BJ	Y	0.9861	0.98985	0.99002	0.00320825497739811	0.99351	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.89926	0.00112272815294471	3	2.97872340425532	17.5%	47	47	46	NA
HIST1H4L	Y	0.95585	0.98448	0.97976	0.015536815954371	0.99326	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.89389	0.00112272815294471	2	2.14893617021277	17.5%	46	41	14	NA
HIST1H3A	Y	0.97115	0.98373	0.983378	0.00818909457754638	0.99113	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.89314	0.00112272815294471	3	2.97872340425532	17.5%	47	47	46	NA
CD1B	Y	0.8747	0.98351	0.958014	0.0499234376821148	0.99351	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.89292	0.00112272815294471	2	1.54347826086957	19.3%	39	32	0	NA
PMAIP1	Y	0.85124	0.98351	0.936164	0.0726380088521154	0.99326	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.89292	0.00112272815294471	1	0.957446808510638	17.5%	26	19	0	NA
RPS17	Y	0.97372	0.97875	0.979638	0.00459412342019674	0.98555	0	0%	NONE	0.088555	0.09247	0.1144735	0.0709895648063072	0.31642	0	NA	 	0.88628	0.00112272815294471	2	2.02127659574468	17.5%	46	41	8	NA
MAL	Y	0.90176	0.97501	0.966992	0.0376510447398209	0.99522	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.88442	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
PTCRA	Y	0.80157	0.97234	0.926204	0.0786169970807839	0.98652	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.88175	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
ITGA4	Y	0.77777	0.96375	0.911677	0.0970206582125683	0.99082	0	0%	NONE	0.08815	0.09247	0.1136035	0.0683843455140786	0.308125	0	NA	 	0.87128	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
HIST1H4I	Y	0.84131	0.95841	0.926148	0.0522635697211738	0.96157	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.86782	0.00112272815294471	2	2.14893617021277	17.5%	46	41	14	NA
PTPRCAP	Y	0.94089	0.95899	0.959968	0.0153542476207726	0.97886	0	0%	NONE	0.09059	0.09435	0.1231185	0.0651561266860011	0.263125	0	NA	 	0.86464	0.00112272815294471	0	0.297872340425532	17.5%	5	5	4	NA
MYB	Y	0.92648	0.95841	0.952632	0.0234148514836204	0.97576	0	0%	NONE	0.08815	0.09435	0.2222145	0.167669191771078	0.41701	4	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous	0.86406	0.00112272815294471	1	1.40425531914894	17.5%	39	17	10	NA
LMNB1	Y	0.853845	0.95546	0.926161	0.050358734644548	0.97156	0	0%	NONE	0.08815	0.09247	0.1132875	0.0673856064110793	0.304965	0	NA	 	0.86299	0.00112272815294471	3	2.8936170212766	17.5%	47	47	42	NA
TRAT1	Y	0.76922	0.951235	0.920011	0.0861250277503584	0.98014	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.860645	0.00112272815294471	0	0.127659574468085	17.5%	4	2	0	NA
TNF	Y	0.477195	0.9357	0.853567	0.211987236986098	0.9727	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.84511	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
SPN	Y	0.85304	0.92039	0.923648	0.0478520717419842	0.97361	0	0%	NONE	0.08815	0.09247	0.130759	0.122618671085968	0.47968	1	NA	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.82792	0.00112272815294471	0	0.404255319148936	17.5%	7	7	5	NA
PTPN7	Y	0.68786	0.91911	0.861218	0.101073875556446	0.92346	0	0%	NONE	0.08815	0.09247	0.111092	0.0604470754370208	0.28301	0	NA	 	0.82664	0.00112272815294471	0	0.723404255319149	17.5%	19	9	6	NA
TYMS	Y	0.88994	0.91492	0.926348	0.0331274458719654	0.97534	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.82433	0.00112272815294471	2	1.54347826086957	19.3%	43	25	3	NA
CD3G	Y	0.87522	0.9146875	0.9213635	0.0351331662926927	0.95861	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.8240975	0.00112272815294471	0	0.234042553191489	17.5%	5	4	2	NA
CD5	Y	0.85204	0.90822	0.913412	0.0455383851272748	0.96872	0	0%	NONE	0.08815	0.09247	0.109531	0.0555144278443801	0.2674	0	NA	 	0.81575	0.00112272815294471	0	0.276595744680851	17.5%	5	5	3	NA
SIT1	Y	0.86591	0.903255	0.911095	0.0328032730836422	0.95313	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.812665	0.00112272815294471	1	1.06382978723404	17.5%	35	12	3	NA
ELOVL4	Y	0.75196	0.90419	0.879485	0.0721028345489968	0.9298	0	0%	NONE	0.08815	0.09435	0.1505905	0.0752225761195105	0.23795	0	NA	 	0.80984	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
LCK	Y	0.97372	0.98328	0.983606	0.00662714719921028	0.99213	0	0%	NONE	0.08815	0.1816775	0.193522	0.112193062897054	0.39365	1	NA	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.8016025	0.00112272815294471	0	0.297872340425532	17.5%	6	4	4	NA
CD1E	Y	0.49473	0.88039	0.773064	0.249519700083981	0.98906	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.7898	0.00112272815294471	1	0.659574468085106	17.5%	28	3	0	NA
SLA2	Y	0.52959	0.87638	0.8100775	0.159631178678383	0.91753	0	0%	NONE	0.08815	0.09247	0.117433	0.0804888028168446	0.34642	1	NA	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.78391	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
CR2	Y	0.11846	0.87372	0.657882	0.367905507324911	0.94899	1	20%		0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.78313	0.00112272815294471	0	0.25531914893617	17.5%	4	4	4	NA
PRKCQ	Y	0.740665	0.86911	0.858759	0.0794121677074742	0.94662	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.77852	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
ZAP70	Y	0.9231	0.96698	0.957174	0.0201978583023052	0.97249	0	0%	NONE	0.08815	0.19021375	0.19466225	0.108122626977492	0.3367625	0	NA	 	0.77676625	0.00112272815294471	0	0.297872340425532	17.5%	6	5	3	NA
LTB	Y	0.57594	0.86621	0.811402	0.184436515283715	0.98565	0	0%	NONE	0.08815	0.09247	0.106586	0.0462105729123638	0.23795	0	NA	 	0.77374	0.00112272815294471	0	0.170212765957447	17.5%	6	2	0	NA
UBE2C	Y	0.69809	0.8614	0.833317	0.0905129842619279	0.91664	0	0%	NONE	0.08815	0.09247	0.12369075	0.100271433591596	0.4089975	1	NA	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.76893	0.00112272815294471	2	1.5531914893617	17.5%	41	32	0	NA
C16orf54	Y	0.784225	0.85174	0.8665865	0.0724724392786665	0.96799	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.76115	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
NDST3	Y	0.806095	0.851385	0.860316	0.0570788186852181	0.94255	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.760795	0.00112272815294471	0	0.170212765957447	17.5%	4	4	0	NA
CD1A	Y	0.535075	0.84569	0.768014	0.216019628315345	0.96639	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.7551	0.00112272815294471	0	0.0638297872340425	17.5%	1	1	1	NA
NDUFS6	Y	0.662045	0.845315	0.81569	0.101189349797792	0.93009	0	0%	NONE	0.08815	0.09059	0.1537785	0.0825434174658673	0.24968	0	NA	 	0.754725	0.00112272815294471	3	2.5	19.3%	45	42	28	NA
CD96	Y	0.714375	0.84536	0.837842	0.0800316183298826	0.93876	0	0%	NONE	0.08815	0.09247	0.1078415	0.0501765424415522	0.250505	0	NA	 	0.75289	0.00112272815294471	0	0.127659574468085	17.5%	6	0	0	NA
CCDC134	Y	0.81289	0.838585	0.840781	0.0232477957019585	0.87567	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.747995	0.00112272815294471	1	1.42553191489362	17.5%	42	23	2	NA
GRAP2	Y	0.62712	0.83543	0.800221	0.0985439206902181	0.868845	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.74484	0.00112272815294471	0	0.212765957446809	17.5%	4	4	2	NA
CD6	Y	0.7430025	0.83245	0.8192685	0.0629317196352523	0.90166	0	0%	NONE	0.08815	0.09247	0.107273	0.0483806343373967	0.24482	0	NA	 	0.73998	0.00112272815294471	0	0.276595744680851	17.5%	5	4	4	NA
CD7	Y	0.62547	0.94947	0.885544	0.146739246215864	0.97412	0	0%	NONE	0.08815	0.21487875	0.2175865	0.131597304990768	0.368685	1	NA	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.73459125	0.00112272815294471	0	0.191489361702128	17.5%	5	3	1	NA
IGLL1	Y	0.12279	0.82496	0.605829	0.438556467436065	0.99102	2	40%	Sample3,Sample4	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.73437	0.00112272815294471	0	0.0212765957446809	17.5%	1	0	0	NA
CD8A	Y	0.41297	0.824515	0.740952	0.1919081538979	0.87049	0	0%	NONE	0.08815	0.09247	0.1131835	0.0670569109890165	0.303925	0	NA	 	0.732045	0.00112272815294471	0	0.319148936170213	17.5%	6	5	4	NA
TMIGD2	Y	0.63994	0.81945	0.781005	0.126216790384639	0.93539	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.72886	0.00112272815294471	1	0.851063829787234	17.5%	29	10	1	NA
MGAT2	Y	0.63971	0.81855	0.805237	0.103695901293156	0.927065	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.72796	0.00112272815294471	1	1.38297872340426	17.5%	38	22	5	NA
TIMM23B	Y	0.76849	0.81607	0.821201	0.0403161593532916	0.88121	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.72548	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
CCNB2	Y	0.6374	0.81666	0.781023	0.115137848881243	0.906655	0	0%	NONE	0.08815	0.09247	0.11166	0.0622420588419831	0.28869	0	NA	 	0.72419	0.00112272815294471	1	1.02127659574468	17.5%	37	10	1	NA
CD3E	Y	0.93859	0.96476	0.957344	0.0140829659518157	0.97188	0	0%	NONE	0.09059	0.2486575	0.204275	0.106947038164795	0.39619	1	NA	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.7161025	0.00112272815294471	0	0.276595744680851	17.5%	5	5	3	NA
MKI67	Y	0.65954	0.80816	0.830864	0.124593137571858	0.96719	0	0%	NONE	0.08815	0.09247	0.106487	0.04589787553786	0.23696	0	NA	 	0.71569	0.00112272815294471	1	0.957446808510638	17.5%	29	12	4	NA
DTL	Y	0.69461	0.80508	0.805019	0.0988507976953145	0.93636	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.71449	0.00112272815294471	0	0.638297872340426	17.5%	22	7	1	NA
SMIM3	Y	0.78729	0.80422	0.825466	0.0417618609499146	0.88086	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.71363	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
CD3D	Y	0.98621	0.99002	0.991194	0.00450918839703994	0.99624	0	0%	NONE	0.08815	0.27647	0.26973075	0.0742632117318939	0.3973975	1	NA	GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.71355	0.00112272815294471	0	0.276595744680851	17.5%	5	5	3	NA
AJAP1	Y	0.540895	0.795825	0.729084	0.142173616372729	0.87036	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.705235	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
KIFC1	Y	0.68549	0.79732	0.821575	0.100054920418738	0.93092	0	0%	NONE	0.08815	0.09247	0.11090325	0.0598506068850926	0.2811225	0	NA	 	0.70485	0.00112272815294471	1	0.74468085106383	17.5%	29	6	0	NA
S1PR4	Y	0.759605	0.79309	0.805781	0.0356191123906815	0.84415	0	0%	NONE	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.7025	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
GALNT6	Y	0.572065	0.87316	0.831411	0.150647365493061	0.95264	0	0%	NONE	0.08815	0.1715675	0.177737	0.0943364744530037	0.31668	0	NA	 	0.7015925	0.00112272815294471	1	1.29787234042553	17.5%	35	20	6	NA
