Gene	MembraneAssociated	Dis_Min	Dis_Median	Dis_Mean	Dis_SD	Dis_Max	Dis_NumOutliers	Dis_PercOutliers	Dis_OutliersTopName	Out_Min	Out_Median	Out_Mean	Out_SD	Out_Max	Out_NumOutliers	Out_PercOutliersTop	Out_OutliersTopName	Difference.in.Median	Wilcoxon_Pvalue	HPA.Median	HPA.Mean	HPA....NA.	Protein.Expression.....Low.	Protein.Expression.....Medium.	Protein.Expression.....High.	Potential.Expression.in.Vital.Tissue
ABCA2	Y	0.11846	0.12279	0.262875	0.196031475215079	0.496655	3	60%	Sample1,Sample2,Sample3	0.462245	0.5546775	0.548351	0.0320317345074468	0.583845	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	-0.4318875	0.998877271847055	2	1.93478260869565	19.3%	45	42	2	NA
ABCA3	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.2995825	0.3673775	0.3615255	0.0221442168522619	0.3766525	9	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	-0.2483975	0.999264662831706	2	1.95744680851064	17.5%	44	37	11	NA
ABCA4	Y	0.11846	0.12279	0.166913	0.0952508116500852	0.336735	4	80%	Sample1,Sample2,Sample3,Sample4	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.0322	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
ABCA5	Y	0.11898	0.1376	0.212932	0.119141989533497	0.35847	4	80%	Sample1,Sample2,Sample3,Sample4	0.40754	0.4179725	0.4575375	0.0549085001135728	0.521235	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	-0.2803725	0.999264662831706	3	2.5531914893617	17.5%	47	47	26	NA
ABCA6	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.46921	0.5812625	0.56160425	0.0875527616168451	0.6677475	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	-0.4622825	0.999264662831706	NA	NaN	100%	NA	NA	NA	NA
ABCA7	Y	0.55593	0.614895	0.615243	0.0477958104335516	0.6815	0	0%	NONE	0.276905	0.32416	0.3225795	0.0478199781849711	0.41084	5	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.290735	0.00112272815294471	1	0.659574468085106	17.5%	28	2	1	NA
ABCA8	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.386785	0.5975025	0.5411825	0.150479665759014	0.8362	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	-0.4785225	0.999264662831706	0	0.488888888888889	21.1%	13	6	3	NA
ABCA9	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.69544	0.78249	0.8167	0.0794372571418615	0.90405	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	-0.66351	0.999264662831706	3	2.82978723404255	17.5%	47	47	39	NA
ABCB1	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.088555	0.09247	0.109699	0.0559001292385705	0.268675	0	NA	 	0.02651	0.00750625147342824	0	0.361702127659574	17.5%	11	4	2	NA
ABCB10	Y	0.52271	0.55405	0.615644	0.11397292169634	0.75328	0	0%	NONE	0.45004	0.470165	0.466538	0.0175884357841547	0.50488	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.083885	0.00112272815294471	2	1.48936170212766	17.5%	40	29	1	NA
ABCB11	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.09059	0.09435	0.122252	0.0631129049666812	0.25446	0	NA	 	0.02463	0.0352668668888986	0	0.0638297872340425	17.5%	1	1	1	NA
ABCB4	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.02839	0.00112272815294471	0	0.0638297872340425	17.5%	1	1	1	NA
ABCB5	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.08815	0.09435	0.1595935	0.086840649293532	0.2604575	0	NA	 	0.02463	0.287314035294792	NA	NaN	100%	NA	NA	NA	NA
ABCB6	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.02839	0.00112272815294471	2	1.57446808510638	17.5%	44	28	2	NA
ABCB7	Y	0.719255	0.77416	0.773656	0.0364123903019288	0.81429	0	0%	NONE	0.559305	0.5840725	0.5854765	0.0250282167485243	0.61235	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.1900875	0.00112272815294471	2	1.57446808510638	17.5%	45	24	5	NA
ABCB8	Y	0.3375075	0.38867	0.3862425	0.0373145200039475	0.4348775	0	0%	NONE	0.252945	0.3395525	0.3148265	0.0547971592963034	0.364345	5	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.0491174999999999	0.00750625147342824	2	1.87234042553191	17.5%	47	41	0	NA
ABCB9	Y	0.11846	0.12279	0.217648	0.133649538981622	0.36827	3	60%	Sample1,Sample2,Sample3	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.0322	0.00112272815294471	2	1.87234042553191	17.5%	44	42	2	NA
ABCC1	Y	0.85246	0.90465	0.908562	0.0394212128174667	0.94814	0	0%	NONE	0.503475	0.56634	0.57420375	0.0425476241543585	0.6158	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.33831	0.00112272815294471	0	0.739130434782609	19.3%	20	14	0	NA
ABCC10	Y	0.1376	0.389005	0.3591985	0.128212998482993	0.468175	1	20%		0.34439	0.3653125	0.36396	0.0198163706173569	0.3851	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.0236924999999999	0.0352668668888986	2	1.63829787234043	17.5%	47	30	0	NA
ABCC11	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.02839	0.00112272815294471	2	1.91489361702128	17.5%	46	44	0	NA
ABCC12	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.02839	0.00112272815294471	NA	NaN	100%	NA	NA	NA	NA
ABCC2	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.23609	0.248475	0.2584145	0.0215293679204838	0.2826225	0	NA	 	-0.129495	0.999264662831706	1	1.04255319148936	17.5%	24	20	5	NA
ABCC3	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.24011	0.38372	0.397669	0.107661717579752	0.66682	9	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	-0.26474	0.999264662831706	1	1.25531914893617	17.5%	33	21	5	NA
ABCC4	Y	0.11786	0.39246	0.366327	0.151266540112148	0.522505	1	20%		0.09435	0.22917	0.197202	0.0910230369863708	0.28407	0	NA	 	0.16329	0.0105175080354757	0	0.106382978723404	17.5%	3	2	0	NA
ABCC5	Y	0.41799	0.4409575	0.4571895	0.0501601234921726	0.54214	0	0%	NONE	0.25865	0.479435	0.406747	0.131060263369354	0.56838	6	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	-0.0384775	0.574202170343582	0	0.553191489361702	17.5%	19	7	0	NA
ABCC8	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.08815	0.09059	0.0916465	0.00248290382191676	0.09435	0	NA	 	0.02839	0.00112272815294471	1	0.702127659574468	17.5%	26	6	1	NA
ABCC9	Y	0.11786	0.11898	0.123138	0.00831114432554266	0.1376	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.30358	0.43775	0.425136	0.120773561786786	0.60508	6	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	-0.31877	0.999264662831706	NA	NaN	100%	NA	NA	NA	NA
ABCD1	Y	0.11786	0.397975	0.3643675	0.146437795112805	0.4862925	1	20%		0.433595	0.54303375	0.5372445	0.0535300785099161	0.59458	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	-0.14505875	0.998310445492331	NA	NaN	100%	NA	NA	NA	NA
ABCD2	Y	0.11786	0.12279	0.16363	0.0885786153651095	0.32144	5	100%	Sample1,Sample2,Sample3,Sample4,Sample5	0.08815	0.1602575	0.2395115	0.168271080833048	0.42867	4	NA	GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous	-0.0374675	0.475137693328745	NA	NaN	100%	NA	NA	NA	NA
ABCD3	Y	0.57377	0.64145	0.6534605	0.0803929766133211	0.75258	0	0%	NONE	0.445285	0.4515	0.4604715	0.0135212910400187	0.47603	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.18995	0.00112272815294471	3	2.40425531914894	17.5%	44	43	26	NA
ABCD4	Y	0.5375875	0.56036	0.563763	0.0259114743767119	0.59458	0	0%	NONE	0.485295	0.48687	0.491857	0.0163612404786434	0.53809	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.0734899999999999	0.00168955450766876	1	0.644444444444444	21.1%	24	4	1	NA
ABCE1	Y	0.72984	0.82193	0.812614	0.0528221727118452	0.8747	0	0%	NONE	0.4887	0.54859	0.54826625	0.0285626475500687	0.5724	10	NA	GTEX.1117F.0226.SM.5GZZ7_Adipose.Subcutaneous,GTEX.111CU.1826.SM.5GZYN_Adipose.Subcutaneous,GTEX.111FC.0226.SM.5N9B8_Adipose.Subcutaneous,GTEX.111VG.2326.SM.5N9BK_Adipose.Subcutaneous,GTEX.111YS.2426.SM.5GZZQ_Adipose.Subcutaneous,GTEX.1122O.2026.SM.5NQ91_Adipose.Subcutaneous,GTEX.1128S.2126.SM.5H12U_Adipose.Subcutaneous,GTEX.113IC.0226.SM.5HL5C_Adipose.Subcutaneous,GTEX.117YX.2226.SM.5EGJJ_Adipose.Subcutaneous,GTEX.11DXW.0326.SM.5H11W_Adipose.Subcutaneous	0.27334	0.00112272815294471	3	2.5531914893617	17.5%	46	45	29	NA
